gender,age,parental level of education,math score,reading score,writing score,extracurricular activities,IELTS,financial sponsorship,visa eligible
female,23.0,some high school,66.0,69.0,68.0,none,8.4,government-funded,no
male,20.0,some high school,62.0,49.0,52.0,none,5.7,scholarship,no
male,21.0,high school,49.0,45.0,45.0,sports,6.9,family-sponsored,no
female,19.0,some high school,85.0,90.0,92.0,sports,5.3,self-funded,yes
male,19.990291423442372,some college,88.33846925779648,85.18282307070747,76.26728608151288,volunteering,6.293012080009583,self-funded,yes
female,21.02497291331187,associate's degree,96.28180795626616,96.06761653250187,98.63255856565058,multiple,7.415606935945222,self-funded,yes
female,20.0,some college,66.0,74.0,73.0,volunteering,5.8,self-funded,yes
female,22.0,bachelor's degree,77.0,94.0,95.0,multiple,6.8,family-sponsored,yes
female,19.0,bachelor's degree,61.0,58.0,62.0,volunteering,5.3,self-funded,no
male,21.0,high school,68.0,70.0,66.0,volunteering,7.3,family-sponsored,no
female,24.0,associate's degree,59.0,62.0,69.0,multiple,7.7,family-sponsored,no
male,22.0,bachelor's degree,96.0,90.0,92.0,volunteering,7.1,scholarship,yes
male,19.0,high school,64.0,54.0,50.0,multiple,6.3,government-funded,no
female,21.0,bachelor's degree,79.0,81.0,82.0,volunteering,6.8,self-funded,yes
female,22.010997820149086,some high school,65.22492565247087,77.74700330794654,81.75638110507593,volunteering,6.724767099957664,family-sponsored,yes
female,21.968557092402776,some college,68.99922569277746,79.25535259317543,81.37855665970407,multiple,6.882960865137803,self-funded,yes
male,22.0,high school,87.0,91.0,81.0,arts,7.3,self-funded,yes
male,23.0,associate's degree,67.0,72.0,67.0,none,7.9,government-funded,yes
male,22.0,high school,89.0,87.0,79.0,multiple,6.7,family-sponsored,no
male,20.0,some college,76.0,71.0,72.0,arts,6.3,scholarship,no
female,25.0,some college,55.0,71.0,69.0,sports,9.0,government-funded,no
male,23.96362493291843,some college,65.2278096367141,72.89441846659689,68.23188844853098,multiple,8.061872386440276,scholarship,yes
male,24.0,high school,58.0,52.0,54.0,none,7.9,government-funded,yes
female,22.0,bachelor's degree,75.0,85.0,82.0,sports,7.0,scholarship,no
female,20.0,associate's degree,57.0,69.0,68.0,sports,5.9,government-funded,no
female,22.0,associate's degree,83.0,86.0,88.0,volunteering,7.4,self-funded,yes
female,21.04721875917144,high school,46.348952194337585,53.60819154915045,57.84012825502412,none,6.8033443403016145,self-funded,yes
female,24.0,bachelor's degree,63.0,75.0,81.0,arts,9.0,self-funded,no
male,22.0,master's degree,85.0,84.0,89.0,sports,7.2,government-funded,no
female,24.0,high school,50.0,67.0,63.0,none,8.3,government-funded,no
female,23.0,some college,62.0,70.0,72.0,sports,7.9,self-funded,no
female,20.0,some high school,44.0,45.0,45.0,arts,6.4,government-funded,no
female,24.006394971315196,some college,52.22512262312184,59.204327347904346,64.60916783861826,none,8.353269571089136,self-funded,yes
male,23.033472854558344,associate's degree,51.21352310777223,60.090160033851944,58.50613300193285,none,7.782178801654312,family-sponsored,yes
female,20.0,some high school,82.0,82.0,80.0,sports,6.2,self-funded,no
male,21.0,master's degree,79.0,72.0,69.0,volunteering,6.5,scholarship,no
male,23.0,associate's degree,87.0,85.0,73.0,sports,8.1,scholarship,no
male,25.0,high school,47.0,46.0,42.0,none,8.6,scholarship,no
female,19.96125604261944,some college,47.26954923031609,55.8926359084161,58.38773305537208,arts,6.27380598875606,government-funded,yes
female,25.0,associate's degree,43.0,60.0,58.0,sports,8.6,self-funded,no
female,25.0,master's degree,45.0,56.0,54.0,sports,8.7,self-funded,no
male,19.068301743715043,some college,67.38466399939261,72.74433396504563,67.97197560378709,volunteering,6.3390074366784015,self-funded,yes
female,21.0,some college,68.0,70.0,66.0,volunteering,7.4,self-funded,no
female,19.0,some high school,35.0,55.0,60.0,volunteering,6.1,scholarship,yes
female,19.0,some high school,55.0,65.0,62.0,sports,6.3,family-sponsored,no
male,19.98181482478129,some high school,62.79681787369696,67.39667653527268,67.23350114757778,arts,6.374857626802719,self-funded,yes
female,19.0,some high school,65.0,76.0,75.0,sports,5.4,scholarship,yes
male,21.0,high school,75.0,74.0,66.0,multiple,7.3,scholarship,no
female,24.0,some college,79.0,89.0,86.0,multiple,8.0,family-sponsored,no
female,21.0,some college,62.0,67.0,62.0,none,7.1,government-funded,no
female,19.0,some college,83.0,83.0,90.0,multiple,5.4,scholarship,no
female,22.954362906495053,high school,76.69606668300841,81.64978656544527,89.0366814091402,arts,7.678764393524669,scholarship,yes
female,24.0,high school,54.0,64.0,68.0,sports,8.6,self-funded,no
male,23.0,some high school,82.0,67.0,61.0,none,7.7,family-sponsored,no
male,24.0,high school,74.0,70.0,69.0,sports,8.4,self-funded,no
female,19.0,some college,63.0,72.0,70.0,none,5.8,scholarship,yes
male,24.0,associate's degree,40.0,55.0,53.0,sports,7.5,self-funded,yes
male,23.0,bachelor's degree,100.0,100.0,100.0,multiple,7.9,scholarship,yes
female,22.0,some high school,69.0,86.0,81.0,sports,6.9,scholarship,yes
male,23.0,some high school,80.0,79.0,79.0,arts,8.4,self-funded,yes
female,24.0,some high school,65.0,74.0,77.0,arts,8.6,scholarship,yes
female,24.976081441368866,bachelor's degree,65.94323803100423,73.82706837587253,80.72908134968678,multiple,8.528268592566683,family-sponsored,yes
female,22.0,high school,66.0,76.0,68.0,arts,7.4,family-sponsored,no
female,24.0,master's degree,50.0,67.0,73.0,volunteering,7.5,self-funded,no
male,24.0,some college,98.0,86.0,90.0,arts,8.6,family-sponsored,yes
male,20.954537975053988,associate's degree,96.11403075660861,91.67283007005,86.26953683374411,arts,7.086880233660018,self-funded,yes
female,25.0,some college,59.0,78.0,76.0,arts,8.6,government-funded,yes
male,19.0,high school,78.0,77.0,80.0,volunteering,6.4,family-sponsored,yes
male,21.0,some college,50.0,48.0,53.0,none,7.3,scholarship,yes
female,21.0,associate's degree,65.0,85.0,76.0,arts,6.8,family-sponsored,no
male,19.0,some high school,73.0,66.0,63.0,sports,5.0,government-funded,no
female,25.0,some high school,85.0,92.0,93.0,volunteering,8.6,government-funded,yes
male,24.0,some high school,78.0,72.0,69.0,sports,8.3,self-funded,yes
female,23.0,some high school,73.0,79.0,79.0,arts,7.5,self-funded,no
male,21.0,high school,88.0,78.0,75.0,arts,6.7,government-funded,no
male,24.0,associate's degree,57.0,56.0,57.0,arts,7.7,scholarship,no
male,22.0,some high school,74.0,74.0,72.0,arts,6.9,self-funded,no
male,23.0,some college,87.0,74.0,70.0,sports,8.4,government-funded,yes
female,23.0,associate's degree,42.0,61.0,58.0,sports,7.5,government-funded,yes
female,20.0,high school,34.0,42.0,39.0,volunteering,5.8,scholarship,no
female,23.0,some high school,59.0,67.0,61.0,arts,7.5,self-funded,no
male,21.952767708945316,associate's degree,69.51452125029611,69.7472301159939,62.44248448005559,multiple,7.218758996918205,government-funded,yes
female,24.0,some high school,65.0,82.0,78.0,multiple,7.5,government-funded,yes
female,19.0,associate's degree,57.0,68.0,73.0,none,5.0,scholarship,yes
male,23.025415308793637,high school,90.47382466962165,95.89267587247852,91.01887991536053,none,7.611417543992689,family-sponsored,yes
female,23.033522633957887,high school,76.7495078063913,88.09466341238232,85.13904300944932,volunteering,8.333987226668857,government-funded,yes
female,23.038377523167917,high school,68.32965613393014,80.32612156802864,76.00521724803106,multiple,7.492394323091247,family-sponsored,yes
male,25.0,some college,76.0,78.0,75.0,sports,8.5,scholarship,no
female,23.0,master's degree,81.0,92.0,91.0,arts,7.7,family-sponsored,no
female,24.0,bachelor's degree,43.0,51.0,54.0,arts,7.9,self-funded,yes
male,18.974182845418937,associate's degree,80.67844759694898,81.94806970529984,81.82190017548902,none,5.4307405110554825,self-funded,yes
male,19.015770585595277,some college,71.33396083098668,75.07938540152861,69.7689067224098,arts,5.4042688023391525,family-sponsored,yes
male,20.973742618766774,some college,49.38863241621601,48.06111081153502,52.60462188452123,none,7.278928978776693,scholarship,yes
female,23.0,high school,68.0,80.0,76.0,multiple,7.5,family-sponsored,yes
female,19.0,bachelor's degree,63.0,73.0,78.0,sports,5.0,government-funded,no
male,22.042855842411996,associate's degree,77.15577739158819,68.93238063372036,68.155235089911,none,6.822633855735227,self-funded,yes
male,22.0,some college,68.0,72.0,65.0,none,6.8,self-funded,no
female,19.0,associate's degree,52.0,59.0,56.0,arts,6.1,scholarship,no
female,24.084509523105176,some college,74.6254322392679,88.53670095763383,84.71349187574427,none,8.71285243031738,scholarship,yes
male,24.0,some college,61.0,47.0,56.0,arts,7.8,self-funded,no
male,19.000187677465608,high school,72.13615486955551,66.72903951548915,64.04907025340903,arts,5.612593342233959,self-funded,yes
female,24.0,high school,67.0,78.0,79.0,arts,8.3,scholarship,yes
male,22.0,some college,40.0,43.0,39.0,none,6.7,self-funded,no
male,21.0,some college,88.0,73.0,78.0,arts,6.9,government-funded,no
female,21.0,high school,50.0,53.0,55.0,sports,6.9,self-funded,no
female,23.055780201273258,master's degree,77.41510944004499,82.49687173119455,90.4067983916346,none,8.033385753152613,family-sponsored,yes
female,19.0,associate's degree,54.0,65.0,65.0,volunteering,5.0,family-sponsored,no
female,22.0,bachelor's degree,52.0,61.0,66.0,arts,7.2,self-funded,yes
female,19.0,some college,74.0,75.0,79.0,volunteering,5.7,family-sponsored,yes
female,22.0,high school,64.0,62.0,68.0,multiple,7.4,scholarship,no
female,21.0,some college,70.0,72.0,76.0,multiple,6.6,self-funded,yes
female,23.988738480015538,high school,69.81787286249242,81.95030006374864,75.78710767908089,arts,8.896094870947971,government-funded,yes
male,18.97831521616788,some high school,60.78097165114892,62.44496006006618,60.99538558526426,none,5.537126850328864,self-funded,yes
female,24.0,some college,69.0,84.0,82.0,none,8.0,self-funded,no
male,24.0,some college,66.0,57.0,52.0,volunteering,8.4,scholarship,no
male,21.0,bachelor's degree,80.0,73.0,72.0,sports,7.1,family-sponsored,no
female,24.0,master's degree,92.0,100.0,100.0,sports,7.9,self-funded,no
male,19.0,some high school,77.0,76.0,77.0,none,6.3,government-funded,yes
female,23.0,high school,41.0,45.0,40.0,none,7.5,self-funded,no
female,25.0,some high school,73.0,86.0,82.0,volunteering,9.0,scholarship,no
female,24.018233488820616,bachelor's degree,67.9451605804052,75.13702547223043,81.24592146575739,arts,7.609118117543569,family-sponsored,yes
female,19.0,bachelor's degree,65.0,72.0,74.0,arts,5.2,government-funded,no
female,24.924790401122927,some college,41.86346358227163,65.68311219188304,69.24006108366605,multiple,8.83578855683711,self-funded,yes
female,19.0,some high school,41.0,55.0,51.0,sports,5.0,self-funded,no
male,23.0,high school,88.0,89.0,86.0,sports,7.5,self-funded,no
female,18.988000305610157,associate's degree,76.12449869724041,93.75236760170974,86.38582898839856,volunteering,5.246574392654072,scholarship,yes
female,23.0,associate's degree,74.0,75.0,83.0,arts,8.4,government-funded,yes
female,20.0,bachelor's degree,79.0,89.0,89.0,volunteering,5.5,government-funded,no
male,24.0,some college,75.0,68.0,65.0,arts,7.6,self-funded,no
female,19.0,some high school,74.0,90.0,88.0,volunteering,6.2,government-funded,yes
female,24.035603117501093,associate's degree,62.96273714045232,73.34304839286868,71.12255885168594,volunteering,7.5811283197264,scholarship,yes
female,19.0,some high school,59.0,54.0,67.0,multiple,5.4,self-funded,yes
female,19.05383993770927,associate's degree,57.24663642324453,68.33543082567213,73.31600976086462,none,4.986936263851691,scholarship,yes
male,19.0,associate's degree,82.0,78.0,74.0,arts,6.3,government-funded,yes
female,18.99303409457036,associate's degree,65.41371505108667,75.19149008907728,76.8425678728458,volunteering,5.72788436404119,government-funded,yes
female,19.0,some high school,48.0,58.0,54.0,arts,5.4,scholarship,no
female,21.0,some college,56.0,58.0,64.0,arts,7.1,family-sponsored,no
female,21.07773966655914,high school,46.125806674805055,53.484965660052374,57.996177145692435,none,6.773304240580157,self-funded,yes
female,23.953697565012362,some high school,58.572921746050724,63.14562698329095,64.00402872354007,sports,7.923077823363418,scholarship,yes
male,22.932505793406474,bachelor's degree,67.89484562994177,73.89457263130603,74.54515167414962,sports,8.197574314682628,scholarship,yes
male,19.0,high school,57.0,56.0,54.0,multiple,5.2,self-funded,yes
male,19.984353874711136,master's degree,45.83502745181087,42.55351439905751,45.83244610010507,multiple,5.535258225790637,scholarship,yes
male,23.0,some college,41.0,39.0,34.0,volunteering,7.7,government-funded,no
male,19.0,high school,70.0,70.0,70.0,arts,5.7,self-funded,no
female,25.0,associate's degree,53.0,70.0,70.0,arts,8.7,scholarship,no
male,24.0,some college,59.0,60.0,58.0,sports,7.5,scholarship,no
male,18.98634599065352,some college,82.082379260657,78.0539352759493,74.2685553100078,arts,6.337108781510878,government-funded,yes
male,19.0,bachelor's degree,61.0,70.0,76.0,multiple,5.4,government-funded,yes
male,22.0,associate's degree,47.0,57.0,44.0,multiple,7.3,scholarship,no
female,20.0,high school,38.0,60.0,50.0,arts,6.2,government-funded,no
female,21.0,some college,53.0,62.0,56.0,multiple,7.2,scholarship,no
male,24.0,associate's degree,80.0,68.0,72.0,none,8.1,family-sponsored,no
female,20.037088981300638,high school,59.27772510648901,63.089443570967276,75.2873239275927,none,5.915646964810508,government-funded,yes
female,20.0,bachelor's degree,71.0,76.0,83.0,multiple,6.1,scholarship,yes
male,22.0,high school,36.0,29.0,27.0,none,6.7,scholarship,no
male,22.0,some high school,62.0,66.0,68.0,arts,6.6,self-funded,yes
male,20.0518003390596,some college,100.04295870986186,95.70053268154096,86.3009547968708,multiple,5.468192731896705,government-funded,yes
female,22.0,bachelor's degree,83.0,93.0,95.0,arts,7.2,scholarship,no
female,24.0,some high school,65.0,69.0,76.0,multiple,8.3,government-funded,no
male,25.0,some college,77.0,62.0,62.0,multiple,8.6,government-funded,yes
male,20.0,some college,97.0,87.0,82.0,multiple,5.9,government-funded,no
male,20.0,associate's degree,81.0,72.0,77.0,arts,5.7,government-funded,yes
female,24.021556803994304,high school,52.666537934053345,49.92027256790341,59.970332217937134,volunteering,7.8604672922350325,self-funded,yes
female,22.0,associate's degree,70.0,84.0,81.0,none,6.6,scholarship,no
male,25.0,high school,90.0,75.0,69.0,sports,8.6,scholarship,no
female,19.0,high school,58.0,75.0,77.0,sports,6.0,scholarship,yes
male,19.0,some college,82.0,82.0,88.0,none,5.2,self-funded,yes
female,22.0,associate's degree,64.0,76.0,74.0,volunteering,7.0,self-funded,no
male,19.0,some college,100.0,97.0,99.0,none,5.6,scholarship,yes
male,20.020496761517226,some high school,76.017190937173,70.23728380320517,69.07219264809439,volunteering,6.321064920491933,scholarship,yes
female,21.0,high school,62.0,67.0,64.0,multiple,7.4,government-funded,no
female,24.986041065316794,associate's degree,87.7791868663012,92.01088115280032,95.23205541280036,multiple,8.706395128482928,family-sponsored,yes
male,22.924630464283062,some college,84.10858521363708,83.69203513371758,77.73753007924145,none,8.435229642028554,family-sponsored,yes
male,23.0,master's degree,73.0,70.0,75.0,none,8.1,self-funded,no
male,21.0,some college,69.0,66.0,60.0,arts,6.6,scholarship,no
female,23.0,master's degree,56.0,72.0,65.0,volunteering,8.4,family-sponsored,no
female,22.0,bachelor's degree,86.0,92.0,87.0,none,6.9,self-funded,no
female,23.0,high school,60.0,72.0,68.0,none,7.7,self-funded,no
male,19.0,some high school,67.0,64.0,61.0,arts,5.0,scholarship,no
male,19.0,high school,70.0,74.0,71.0,none,5.0,self-funded,no
male,22.0,some high school,62.0,67.0,61.0,multiple,7.2,scholarship,no
male,20.0,associate's degree,58.0,57.0,53.0,multiple,6.3,self-funded,yes
male,21.0,associate's degree,44.0,41.0,38.0,arts,7.1,self-funded,no
male,22.0,associate's degree,72.0,57.0,62.0,volunteering,7.2,family-sponsored,no
male,19.0,associate's degree,47.0,37.0,35.0,multiple,5.0,self-funded,no
female,23.0,bachelor's degree,77.0,88.0,87.0,none,8.4,scholarship,no
male,19.0,high school,58.0,51.0,52.0,volunteering,5.4,family-sponsored,yes
female,20.0,master's degree,81.0,86.0,87.0,none,5.8,government-funded,no
female,23.0,bachelor's degree,65.0,67.0,62.0,sports,7.5,family-sponsored,no
male,21.0,bachelor's degree,76.0,62.0,66.0,none,6.9,family-sponsored,yes
female,20.0,associate's degree,69.0,80.0,71.0,volunteering,5.8,scholarship,no
male,22.0,some high school,81.0,75.0,76.0,multiple,6.5,self-funded,yes
male,24.0,master's degree,62.0,68.0,75.0,volunteering,8.8,scholarship,yes
male,23.0,some college,59.0,65.0,66.0,volunteering,8.4,scholarship,yes
female,22.0,some high school,32.0,51.0,44.0,multiple,7.4,scholarship,yes
female,24.0,some college,62.0,72.0,70.0,volunteering,7.5,scholarship,no
female,20.0,some college,71.0,71.0,80.0,arts,5.8,scholarship,yes
female,23.022567756534016,bachelor's degree,98.74494120588659,100.03977860217228,100.05770074667424,multiple,7.713161295021996,government-funded,yes
female,19.0,associate's degree,46.0,61.0,55.0,none,5.5,self-funded,no
male,23.0,associate's degree,72.0,64.0,63.0,sports,7.5,self-funded,no
female,23.0,bachelor's degree,51.0,49.0,51.0,arts,8.4,government-funded,no
female,24.0,high school,71.0,87.0,82.0,arts,7.6,self-funded,no
male,24.0,some college,69.0,67.0,69.0,volunteering,8.1,self-funded,no
female,25.0,high school,61.0,72.0,70.0,multiple,8.5,self-funded,no
male,21.0,associate's degree,53.0,45.0,40.0,sports,6.7,government-funded,no
female,24.0,some college,73.0,76.0,78.0,multiple,9.0,government-funded,no
male,23.0,high school,75.0,81.0,71.0,sports,7.5,family-sponsored,no
female,19.0,some high school,67.0,84.0,84.0,volunteering,5.2,scholarship,no
male,23.0,high school,45.0,48.0,46.0,volunteering,7.9,family-sponsored,no
male,19.0,high school,52.0,53.0,49.0,volunteering,6.4,government-funded,no
male,23.0,associate's degree,51.0,60.0,58.0,none,7.8,family-sponsored,yes
male,24.0,associate's degree,97.0,82.0,88.0,sports,7.9,family-sponsored,yes
female,23.0,high school,75.0,86.0,79.0,sports,7.8,family-sponsored,no
female,24.02084050717571,some high school,64.94370977047767,73.95746652940244,76.79193572307688,arts,8.626820030377667,scholarship,yes
male,23.0,associate's degree,78.0,74.0,72.0,arts,7.5,scholarship,yes
female,19.0,associate's degree,68.0,67.0,69.0,volunteering,5.3,government-funded,yes
female,19.0,some college,64.0,85.0,85.0,multiple,5.2,government-funded,yes
male,18.99003723157675,some high school,72.99062781799495,67.65720352008034,59.168681288077174,arts,5.79343307887027,family-sponsored,yes
male,19.0,bachelor's degree,55.0,46.0,44.0,multiple,6.4,scholarship,no
female,24.0,bachelor's degree,73.0,79.0,84.0,none,8.6,government-funded,no
male,24.0,high school,66.0,77.0,70.0,arts,8.0,scholarship,no
female,25.0,associate's degree,88.0,92.0,95.0,multiple,8.7,family-sponsored,yes
male,24.0,associate's degree,54.0,53.0,47.0,none,9.0,scholarship,no
male,19.03113229695021,associate's degree,81.10869568901406,81.79243926466346,82.37892984002298,none,5.398596021475125,self-funded,yes
female,24.0,associate's degree,66.0,77.0,73.0,arts,7.6,family-sponsored,no
female,23.002051038042953,associate's degree,58.9557937901002,72.81577519980551,71.48910491496316,none,7.604565531916183,government-funded,yes
male,22.0,some college,55.0,55.0,47.0,multiple,6.7,self-funded,no
female,22.0,associate's degree,64.0,73.0,68.0,none,7.2,scholarship,no
female,24.0,associate's degree,80.0,86.0,83.0,none,8.9,scholarship,no
female,21.0,associate's degree,26.0,31.0,38.0,volunteering,7.1,scholarship,no
female,19.0,associate's degree,76.0,94.0,87.0,volunteering,5.3,scholarship,yes
male,21.0,some college,81.0,82.0,84.0,arts,6.5,family-sponsored,no
male,20.0,bachelor's degree,55.0,59.0,54.0,none,6.4,scholarship,no
female,21.0,some high school,76.0,72.0,71.0,volunteering,7.2,scholarship,no
female,20.957100566138987,associate's degree,42.35655487981605,54.92729533323877,53.75613622635786,sports,6.793737482927505,self-funded,yes
male,22.0,some high school,59.0,69.0,65.0,volunteering,7.2,government-funded,yes
male,19.0,high school,52.0,49.0,46.0,multiple,5.4,family-sponsored,yes
female,22.0,associate's degree,57.0,78.0,79.0,arts,6.7,scholarship,yes
male,23.994326141134323,high school,54.19392967943297,41.08258539740632,47.90542126742814,none,8.808795355312448,self-funded,yes
male,18.983583020710533,associate's degree,64.74646591741674,75.25194096463032,77.32611803643387,volunteering,5.735331469862547,scholarship,yes
male,19.077841963619473,some high school,59.1431279400389,54.42499460600021,67.02167081451903,multiple,5.40407161142229,self-funded,yes
male,24.0,bachelor's degree,53.0,58.0,55.0,arts,7.6,self-funded,no
female,18.97533289905415,some high school,44.08447398170799,50.56330906120393,54.7262833464176,arts,5.056596480657666,self-funded,yes
male,19.0,some high school,53.0,54.0,48.0,multiple,5.4,family-sponsored,no
female,24.0,some college,52.0,58.0,58.0,multiple,9.0,self-funded,no
female,19.0,bachelor's degree,71.0,70.0,70.0,volunteering,5.0,family-sponsored,yes
male,19.0,associate's degree,79.0,82.0,80.0,none,5.4,scholarship,yes
female,19.0,some college,77.0,90.0,91.0,none,5.0,scholarship,no
female,24.0,some college,87.0,89.0,94.0,arts,8.5,government-funded,yes
male,21.02472731493916,associate's degree,77.72036734302938,76.54129144798202,76.61203898429315,arts,6.6926593227372795,government-funded,yes
male,24.0,master's degree,79.0,81.0,71.0,volunteering,8.5,family-sponsored,no
male,23.0,bachelor's degree,87.0,84.0,87.0,none,7.7,scholarship,yes
female,21.964477005439953,some college,69.26766349396918,78.79890250361903,81.01802614454468,multiple,6.9224931279318955,self-funded,yes
female,19.0,some college,58.0,67.0,62.0,volunteering,5.3,self-funded,no
male,22.0,bachelor's degree,58.0,55.0,48.0,sports,7.1,self-funded,no
male,19.0674506442061,associate's degree,78.96384088133085,82.22336573765443,80.39996409426159,none,5.435534082975287,government-funded,yes
female,22.0,associate's degree,53.0,58.0,65.0,arts,6.7,scholarship,no
female,19.0,associate's degree,65.0,75.0,77.0,volunteering,5.7,government-funded,yes
male,19.0,some college,93.0,90.0,83.0,multiple,5.9,government-funded,no
male,23.0,high school,62.0,55.0,54.0,multiple,7.7,family-sponsored,no
female,19.0,associate's degree,57.0,77.0,80.0,sports,5.1,government-funded,yes
female,21.066931614481057,some high school,58.996623718436936,85.42702573291807,80.20383525529415,arts,6.556529268271527,scholarship,yes
female,19.0,some high school,67.0,74.0,77.0,sports,5.5,self-funded,yes
female,19.0,associate's degree,52.0,76.0,70.0,none,5.3,self-funded,no
female,24.0,bachelor's degree,78.0,82.0,79.0,multiple,8.9,self-funded,no
female,23.990298020964815,master's degree,62.13549414830124,68.37903976459218,74.75209972652098,volunteering,8.752334001886645,scholarship,yes
male,23.0,high school,84.0,77.0,74.0,none,7.7,scholarship,no
female,19.0,some college,63.0,64.0,67.0,arts,5.4,self-funded,no
male,20.021834751470756,some college,99.72056564693573,95.49965007128891,85.81584904514317,multiple,5.480415963847431,government-funded,yes
female,23.0,high school,74.0,79.0,80.0,none,7.5,scholarship,yes
female,24.0,bachelor's degree,77.0,85.0,87.0,sports,7.8,family-sponsored,no
female,24.997279340110772,high school,69.75495656991582,75.21184491635282,74.16933400049584,none,8.805063038993929,family-sponsored,yes
female,18.978984409570838,master's degree,81.5495086429837,97.11950530830043,95.97491704304716,volunteering,5.299780714256872,self-funded,yes
female,24.0,bachelor's degree,37.0,45.0,38.0,sports,8.2,scholarship,no
female,18.993561452363505,associate's degree,71.31096145484665,77.4521816836619,76.80885078797903,none,6.1592478584411525,self-funded,yes
female,19.0,some high school,97.0,100.0,100.0,multiple,5.3,self-funded,yes
male,19.0,bachelor's degree,67.0,61.0,68.0,multiple,5.4,self-funded,yes
male,25.0,bachelor's degree,77.0,67.0,68.0,none,8.7,scholarship,no
female,24.0,associate's degree,91.0,95.0,94.0,none,9.0,family-sponsored,no
female,19.0,associate's degree,71.0,77.0,77.0,none,6.2,self-funded,yes
female,25.0,some college,73.0,80.0,82.0,sports,9.0,government-funded,no
male,19.0,high school,61.0,56.0,55.0,none,5.6,self-funded,no
male,19.0,high school,69.0,58.0,53.0,multiple,5.3,government-funded,yes
male,23.0,bachelor's degree,61.0,66.0,61.0,multiple,7.5,family-sponsored,no
male,24.0,some college,62.0,61.0,57.0,sports,8.8,government-funded,no
male,19.0,some college,76.0,64.0,66.0,volunteering,6.1,government-funded,no
male,22.05006052986671,bachelor's degree,95.4968882175932,90.38973066625427,91.97240462197315,volunteering,7.068749284652349,scholarship,yes
female,24.0,master's degree,53.0,61.0,68.0,sports,8.3,scholarship,no
male,19.0,high school,80.0,76.0,65.0,multiple,5.0,government-funded,no
male,20.0,bachelor's degree,39.0,42.0,38.0,multiple,5.8,self-funded,yes
female,25.0,some high school,38.0,49.0,45.0,sports,8.6,self-funded,no
female,20.091285336530984,some high school,62.52858174342826,67.2375584234529,66.9658121679154,sports,6.4113685919594925,self-funded,yes
female,25.0,high school,65.0,81.0,73.0,volunteering,8.5,self-funded,no
female,22.0,associate's degree,49.0,53.0,53.0,multiple,6.9,family-sponsored,no
female,20.0,high school,62.0,64.0,64.0,sports,5.6,scholarship,no
male,21.0,high school,69.0,70.0,67.0,volunteering,7.1,government-funded,no
female,23.0,high school,69.0,77.0,73.0,multiple,8.2,family-sponsored,no
male,19.0,bachelor's degree,83.0,82.0,84.0,multiple,5.9,self-funded,yes
female,23.008854395751385,high school,64.61471079739655,61.171714339922985,71.46353082683046,volunteering,8.083845981631388,family-sponsored,yes
female,22.0,associate's degree,53.0,62.0,53.0,arts,7.3,self-funded,no
male,23.0,some college,66.0,59.0,52.0,multiple,7.6,scholarship,no
male,22.0034532417827,associate's degree,82.9715783843544,86.16286095901073,87.40240543509627,volunteering,7.39346803143697,scholarship,yes
male,23.0,some high school,68.0,72.0,64.0,none,8.1,self-funded,no
female,21.0,high school,66.0,72.0,70.0,arts,7.1,self-funded,no
female,18.961367161985056,some college,88.59864379040165,94.69747880806919,91.40160704385497,volunteering,6.305777183638517,family-sponsored,yes
male,22.0,some college,58.0,50.0,45.0,none,7.1,family-sponsored,no
female,24.0,some college,65.0,70.0,71.0,arts,9.0,family-sponsored,no
male,19.032919814527578,some college,99.54163818563931,87.13548714505022,80.80474145050488,sports,5.411443648363927,government-funded,yes
female,19.0,master's degree,77.0,97.0,94.0,multiple,5.8,scholarship,yes
male,19.0,some high school,53.0,37.0,40.0,none,5.1,family-sponsored,yes
male,19.978971324968107,associate's degree,93.45699169465921,84.82999574888687,82.19093418195627,volunteering,6.026028375498121,scholarship,yes
male,24.0,associate's degree,58.0,54.0,52.0,none,8.6,government-funded,no
female,23.0,associate's degree,75.0,90.0,88.0,multiple,8.1,self-funded,yes
male,19.999446349341017,associate's degree,84.80365324195927,65.98559532071633,71.05961312535948,none,5.520959714755979,scholarship,yes
female,20.0,associate's degree,40.0,48.0,50.0,multiple,5.8,scholarship,no
female,22.0,master's degree,74.0,79.0,82.0,arts,7.0,self-funded,no
female,24.0,high school,53.0,50.0,60.0,volunteering,7.9,self-funded,yes
male,20.0,some college,85.0,81.0,85.0,arts,5.7,family-sponsored,yes
male,22.0,some college,76.0,67.0,67.0,volunteering,7.1,family-sponsored,no
male,20.076504690726512,some high school,61.47351822403792,74.05701139709714,71.77251137675307,arts,6.306740364357173,self-funded,yes
female,25.0,high school,81.0,91.0,89.0,sports,8.8,self-funded,no
male,20.0,master's degree,79.0,77.0,75.0,none,5.6,government-funded,yes
male,19.944634665548165,some college,68.7299619927233,76.24196919670142,77.28032308168977,multiple,5.622007121867127,scholarship,yes
female,18.932886837321075,some college,81.8791295401161,96.98756108858733,95.82524856049284,volunteering,5.316475679034377,government-funded,yes
male,22.0,some high school,51.0,31.0,36.0,volunteering,6.7,scholarship,no
female,19.98386969296151,high school,58.62875480899668,63.46672708808253,75.02393264841713,none,5.868560020464449,government-funded,yes
female,19.02446910085714,some high school,43.91294560651102,51.02370975372517,54.720840283656706,arts,5.096852600881556,self-funded,yes
female,20.0,some high school,29.0,40.0,44.0,multiple,6.4,family-sponsored,yes
